date,rebalance_date,regime_state_at_rebalance,equity_return,cash_return,portfolio_return,transaction_cost,net_return,nav,benchmark_return,benchmark_nav,equity_exposure,cash_weight,vol_scale,loss_protection_scale,regime_state,is_oos
2015-04-02,2015-03-31,Risk-On,0.0017243525734431087,0.00011973015873015872,0.0017243525734431087,0.0,0.0017243525734431087,1.1939999902142355,0.0002136329853208,1.2010214332093916,1.0,0.0,1.0,1.0,Risk-On,False
2015-04-03,2015-03-31,Risk-On,0.010962304286533664,0.00011973015873015872,0.010962304286533664,0.0,0.010962304286533664,1.2070889814250823,0.0110944206424785,1.214346070190049,1.0,0.0,1.0,1.0,Risk-On,False
2015-04-07,2015-03-31,Risk-On,0.03156596549675172,0.00011973015873015872,0.03156596549675172,0.0,0.03156596549675172,1.2451919105642555,0.0214614996914068,1.2404077580006938,1.0,0.0,1.0,1.0,Risk-On,False
2015-04-08,2015-03-31,Risk-On,0.006576889680495079,0.00011973015873015872,0.006576889680495079,0.0,0.006576889680495079,1.2533814003910813,0.0083940447563453,1.2508197962374696,1.0,0.0,1.0,1.0,Risk-On,False
2015-04-09,2015-03-31,Risk-On,-0.012365961257061957,0.00011973015873015872,-0.012365961257061957,0.0,-0.012365961257061957,1.2378821345535231,-0.0078367187694593,1.241017473263084,1.0,0.0,1.0,1.0,Risk-On,False
2015-04-10,2015-03-31,Risk-On,0.022239895823682295,0.00011973015873015872,0.022239895823682295,0.0,0.022239895823682295,1.265412504267991,0.019304396056627,1.2649745660801492,1.0,0.0,1.0,1.0,Risk-On,False
2015-04-13,2015-03-31,Risk-On,0.01690421859222859,0.00011973015873015872,0.01690421859222859,0.0,0.01690421859222859,1.2868033138494763,0.0176449492866244,1.2872949781475032,1.0,0.0,1.0,1.0,Risk-On,False
2015-04-14,2015-03-31,Risk-On,0.0036894960532428333,0.00011973015873015872,0.0036894960532428333,0.0,0.0036894960532428333,1.2915509695972236,0.003870327406944,1.2922772311822488,1.0,0.0,1.0,1.0,Risk-On,False
2015-04-15,2015-03-31,Risk-On,-0.016459692358461137,0.00011973015873015872,-0.016459692358461137,0.0,-0.016459692358461137,1.2702924379723812,-0.0129942787410346,1.2754850206295743,1.0,0.0,1.0,1.0,Risk-On,False
2015-04-16,2015-03-31,Risk-On,0.03561251607489671,0.00011973015873015872,0.03561251607489671,0.0,0.03561251607489671,1.3155307478394924,0.0303692741010015,1.3142205748327953,1.0,0.0,1.0,1.0,Risk-On,False
2015-04-17,2015-03-31,Risk-On,0.01869261552007915,0.00011973015873015872,0.01869261552007915,0.0,0.01869261552007915,1.3401214583136982,0.0182982515299501,1.3382685134769214,1.0,0.0,1.0,1.0,Risk-On,False
2015-04-20,2015-03-31,Risk-On,-0.01413488336142993,0.00011973015873015872,-0.01413488336142993,0.0,-0.01413488336142993,1.3211789978102846,-0.0161476944981612,1.3166585623647877,1.0,0.0,1.0,1.0,Risk-On,False
2015-04-21,2015-03-31,Risk-On,0.025520068805044423,0.00011973015873015872,0.025520068805044423,0.0,0.025520068805044423,1.3548955767381825,0.0215052503151869,1.3449736343280767,1.0,0.0,1.0,1.0,Risk-On,False
2015-04-22,2015-03-31,Risk-On,0.02644518585899406,0.00011973015873015872,0.02644518585899406,0.0,0.02644518585899406,1.3907260420845526,0.0261194449904789,1.3801035991835533,1.0,0.0,1.0,1.0,Risk-On,False
2015-04-23,2015-03-31,Risk-On,0.008461551317708814,0.00011973015873015872,0.008461551317708814,0.0,0.008461551317708814,1.4024937418585253,0.0002274350850053,1.3804174831629499,1.0,0.0,1.0,1.0,Risk-On,False
2015-04-24,2015-03-31,Risk-On,-0.016047973325309255,0.00011973015873015872,-0.016047973325309255,0.0,-0.016047973325309255,1.3799865597002665,-0.0080683128828921,1.3692798429997768,1.0,0.0,1.0,1.0,Risk-On,False
